# VLA smeared map of saturn, U band, 1.66 - 2.50 cm, 12 - 18 GHz
#    LATG1     LATG2        TB       sTB        MU       sMU         N
      38.0      38.2      4.02      0.67      0.93     0.036        86
      38.2      38.4      4.57      0.62      0.92     0.032        58
      38.4      38.6      4.67      0.70      0.93     0.032        84
      38.6      38.8      5.13      0.78      0.91     0.036        62
      38.8      39.0      4.94      0.78      0.93     0.033        80
      39.0      39.2      5.36      0.81      0.93     0.024        54
      39.2      39.4      5.01      0.75      0.93     0.033        74
      39.4      39.6      5.10      0.66      0.91     0.037        72
      39.6      39.8      5.22      0.60      0.93     0.032        72
      39.8      40.0      5.22      0.60      0.92     0.034        66
      40.0      40.2      5.39      0.61      0.92     0.039        80
      40.2      40.4      5.46      0.64      0.92     0.029        62
      40.4      40.6      5.48      0.74      0.92     0.033        74
      40.6      40.8      5.31      0.67      0.91     0.038        70
      40.8      41.0      5.33      0.92      0.92     0.031        70
      41.0      41.2      5.04      0.62      0.91     0.034        68
      41.2      41.4      5.13      0.88      0.91     0.036        72
      41.4      41.6      4.98      0.55      0.91     0.031        66
      41.6      41.8      5.06      0.74      0.91     0.032        70
      41.8      42.0      5.04      0.57      0.90     0.039        72
      42.0      42.2      4.92      0.68      0.91     0.032        70
      42.2      42.4      4.93      0.57      0.91     0.030        64
      42.4      42.6      4.51      0.71      0.90     0.036        74
      42.6      42.8      4.35      0.64      0.91     0.032        64
      42.8      43.0      3.95      0.77      0.90     0.036        76
      43.0      43.2      3.89      0.69      0.90     0.034        66
      43.2      43.4      3.78      0.68      0.90     0.035        72
      43.4      43.6      4.13      0.63      0.90     0.034        68
      43.6      43.8      4.39      0.66      0.89     0.036        70
      43.8      44.0      5.07      0.62      0.90     0.034        74
      44.0      44.2      5.63      0.73      0.89     0.036        66
      44.2      44.4      6.42      0.63      0.90     0.031        70
      44.4      44.6      7.27      0.88      0.88     0.040        70
      44.6      44.8      8.20      0.83      0.89     0.037        76
      44.8      45.0      9.37      0.97      0.88     0.040        72
      45.0      45.2     10.27      0.88      0.90     0.033        70
      45.2      45.4     10.94      0.87      0.88     0.034        66
      45.4      45.6     11.00      0.91      0.89     0.034        72
      45.6      45.8     10.22      0.97      0.88     0.033        64
      45.8      46.0      9.00      1.08      0.89     0.033        70
      46.0      46.2      7.32      1.31      0.88     0.033        64
      46.2      46.4      5.43      1.16      0.89     0.033        70
      46.4      46.6      3.98      1.29      0.87     0.034        64
      46.6      46.8      2.47      1.03      0.88     0.035        72
      46.8      47.0      1.50      0.93      0.88     0.030        58
      47.0      47.2      0.55      0.75      0.88     0.035        74
      47.2      47.4      0.05      0.78      0.86     0.037        64
      47.4      47.6     -0.69      0.68      0.87     0.038        76
      47.6      47.8     -1.12      0.75      0.86     0.036        64
      47.8      48.0     -1.80      0.73      0.87     0.034        72
      48.0      48.2     -1.97      0.67      0.86     0.030        56
      48.2      48.4     -2.52      0.71      0.87     0.033        76
      48.4      48.6     -2.40      0.63      0.86     0.032        54
      48.6      48.8     -2.71      0.57      0.87     0.029        72
      48.8      49.0     -2.42      0.61      0.86     0.032        52
      49.0      49.2     -2.50      0.71      0.86     0.039        84
      49.2      49.4     -2.45      0.66      0.85     0.032        52
      49.4      49.6     -2.68      0.79      0.86     0.038        78
      49.6      49.8     -2.61      0.68      0.86     0.027        52
      49.8      50.0     -2.81      0.72      0.86     0.032        72
      50.0      50.2     -2.33      0.70      0.84     0.036        58
      50.2      50.4     -2.48      0.52      0.86     0.027        70
      50.4      50.6     -1.97      0.54      0.84     0.030        52
      50.6      50.8     -1.81      0.56      0.85     0.036        78
      50.8      51.0     -1.36      0.56      0.83     0.034        54
      51.0      51.2     -1.42      0.66      0.85     0.036        72
      51.2      51.4     -1.12      0.62      0.84     0.036        62
      51.4      51.6     -1.32      0.75      0.85     0.027        58
      51.6      51.8     -1.04      0.79      0.84     0.030        58
      51.8      52.0     -0.96      0.80      0.84     0.031        62
      52.0      52.2     -0.72      0.84      0.83     0.039        68
      52.2      52.4     -0.55      0.76      0.84     0.034        62
      52.4      52.6     -0.48      0.82      0.84     0.030        60
      52.6      52.8     -0.27      0.68      0.84     0.029        56
      52.8      53.0     -0.27      0.71      0.84     0.031        62
      53.0      53.2     -0.11      0.59      0.82     0.036        60
      53.2      53.4     -0.27      0.63      0.83     0.035        70
      53.4      53.6     -0.23      0.55      0.83     0.030        52
      53.6      53.8     -0.45      0.61      0.82     0.037        72
      53.8      54.0     -0.33      0.47      0.81     0.038        56
      54.0      54.2     -0.59      0.58      0.83     0.029        68
      54.2      54.4     -0.41      0.46      0.81     0.034        54
      54.4      54.6     -0.49      0.50      0.82     0.034        70
      54.6      54.8     -0.38      0.55      0.81     0.033        50
      54.8      55.0     -0.32      0.46      0.82     0.036        72
      55.0      55.2     -0.24      0.64      0.80     0.036        54
      55.2      55.4     -0.22      0.49      0.81     0.033        72
      55.4      55.6     -0.14      0.57      0.80     0.032        48
      55.6      55.8     -0.23      0.41      0.81     0.031        68
      55.8      56.0     -0.18      0.41      0.80     0.033        50
      56.0      56.2     -0.36      0.36      0.80     0.035        64
      56.2      56.4     -0.32      0.33      0.80     0.033        54
      56.4      56.6     -0.44      0.31      0.80     0.031        56
      56.6      56.8     -0.45      0.22      0.81     0.026        54
      56.8      57.0     -0.60      0.33      0.79     0.036        58
      57.0      57.2     -0.58      0.23      0.80     0.026        58
      57.2      57.4     -0.75      0.37      0.79     0.032        50
      57.4      57.6     -0.76      0.31      0.79     0.031        60
      57.6      57.8     -0.86      0.41      0.78     0.035        52
      57.8      58.0     -0.89      0.35      0.80     0.027        60
      58.0      58.2     -1.03      0.41      0.78     0.030        46
      58.2      58.4     -0.97      0.35      0.78     0.035        72
      58.4      58.6     -1.07      0.44      0.76     0.038        48
      58.6      58.8     -0.94      0.30      0.79     0.029        64
      58.8      59.0     -1.01      0.40      0.76     0.034        50
      59.0      59.2     -0.83      0.30      0.78     0.030        54
      59.2      59.4     -0.77      0.34      0.76     0.037        56
      59.4      59.6     -0.63      0.29      0.77     0.032        54
      59.6      59.8     -0.54      0.29      0.77     0.035        60
      59.8      60.0     -0.43      0.27      0.77     0.028        44
      60.0      60.2     -0.37      0.36      0.76     0.035        64
      60.2      60.4     -0.24      0.30      0.76     0.023        40
      60.4      60.6     -0.23      0.46      0.77     0.029        58
      60.6      60.8      0.08      0.47      0.75     0.032        46
      60.8      61.0      0.07      0.46      0.76     0.032        62
      61.0      61.2      0.45      0.51      0.74     0.037        48
      61.2      61.4      0.53      0.40      0.75     0.033        58
      61.4      61.6      0.91      0.42      0.74     0.038        56
      61.6      61.8      1.09      0.35      0.75     0.029        48
      61.8      62.0      1.50      0.34      0.75     0.030        46
      62.0      62.2      1.76      0.31      0.74     0.030        48
      62.2      62.4      2.08      0.37      0.74     0.036        56
      62.4      62.6      2.32      0.36      0.72     0.038        52
      62.6      62.8      2.26      0.41      0.73     0.040        64
      62.8      63.0      2.39      0.44      0.72     0.037        46
      63.0      63.2      1.96      0.43      0.74     0.028        56
      63.2      63.4      2.09      0.51      0.72     0.034        50
      63.4      63.6      1.72      0.47      0.73     0.026        42
      63.6      63.8      1.71      0.52      0.72     0.036        52
      63.8      64.0      1.54      0.48      0.72     0.025        44
      64.0      64.2      1.40      0.41      0.72     0.036        56
      64.2      64.4      1.25      0.34      0.72     0.025        40
      64.4      64.6      1.01      0.29      0.72     0.031        58
      64.6      64.8      0.78      0.28      0.70     0.037        38
      64.8      65.0      0.58      0.26      0.71     0.034        60
      65.0      65.2      0.39      0.28      0.70     0.025        38
      65.2      65.4      0.26      0.25      0.70     0.033        44
      65.4      65.6      0.09      0.26      0.71     0.028        44
      65.6      65.8     -0.06      0.31      0.68     0.040        52
      65.8      66.0      0.06      0.25      0.70     0.031        54
      66.0      66.2     -0.00      0.33      0.68     0.035        42
      66.2      66.4      0.34      0.31      0.70     0.028        54
      66.4      66.6      0.54      0.36      0.68     0.027        36
      66.6      66.8      0.67      0.49      0.68     0.039        48
      66.8      67.0      1.23      0.51      0.69     0.034        46
      67.0      67.2      1.52      0.54      0.68     0.029        38
      67.2      67.4      1.73      0.67      0.68     0.040        58
      67.4      67.6      2.24      0.63      0.69     0.017        26
      67.6      67.8      1.98      0.72      0.67     0.040        64
      67.8      68.0      1.76      0.74      0.66     0.033        36
      68.0      68.2      1.50      0.75      0.65     0.067        47
      68.2      68.4      1.40      0.67      0.67     0.032        42
      68.4      68.6      0.97      0.73      0.63     0.074        40
      68.6      68.8      0.83      0.60      0.66     0.042        56
      68.8      69.0      0.44      0.52      0.64     0.052        40
      69.0      69.2      0.45      0.62      0.64     0.057        50
      69.2      69.4      0.49      0.68      0.62     0.073        40
      69.4      69.6      0.24      0.52      0.64     0.045        43
      69.6      69.8      0.47      0.54      0.66     0.032        44
      69.8      70.0      0.21      0.43      0.64     0.030        40
      70.0      70.2      0.54      0.57      0.65     0.037        50
      70.2      70.4      0.22      0.50      0.63     0.031        32
      70.4      70.6      0.32      0.50      0.63     0.038        40
      70.6      70.8      0.43      0.61      0.64     0.034        44
      70.8      71.0      0.13      0.50      0.63     0.030        34
      71.0      71.2      0.31      0.51      0.63     0.037        54
      71.2      71.4      0.09      0.47      0.61     0.036        34
      71.4      71.6      0.03      0.39      0.63     0.029        34
      71.6      71.8      0.11      0.39      0.63     0.037        42
      71.8      72.0     -0.06      0.34      0.62     0.024        30
      72.0      72.2     -0.01      0.27      0.62     0.038        46
      72.2      72.4      0.02      0.29      0.60     0.034        34
      72.4      72.6     -0.01      0.28      0.61     0.034        32
      72.6      72.8     -0.04      0.25      0.61     0.036        48
      72.8      73.0      0.07      0.26      0.60     0.035        30
      73.0      73.2      0.00      0.20      0.61     0.038        46
      73.2      73.4      0.16      0.27      0.58     0.044        34
      73.4      73.6      0.07      0.25      0.58     0.056        34
      73.6      73.8      0.15      0.20      0.61     0.032        36
      73.8      74.0      0.24      0.31      0.59     0.030        30
      74.0      74.2      0.16      0.34      0.60     0.028        34
      74.2      74.4      0.31      0.28      0.60     0.030        30
      74.4      74.6      0.31      0.33      0.58     0.031        34
      74.6      74.8      0.27      0.38      0.59     0.030        36
      74.8      75.0      0.45      0.33      0.57     0.032        28
      75.0      75.2      0.37      0.30      0.58     0.030        32
      75.2      75.4      0.33      0.41      0.59     0.029        34
      75.4      75.6      0.50      0.36      0.57     0.030        24
      75.6      75.8      0.47      0.36      0.57     0.033        37
      75.8      76.0      0.50      0.42      0.57     0.039        28
      76.0      76.2      0.55      0.38      0.57     0.027        24
      76.2      76.4      0.55      0.42      0.58     0.025        36
      76.4      76.6      0.56      0.36      0.56     0.026        22
      76.6      76.8      0.56      0.32      0.56     0.027        24
      76.8      77.0      0.53      0.28      0.57     0.025        34
      77.0      77.2      0.42      0.25      0.55     0.026        22
      77.2      77.4      0.42      0.24      0.56     0.027        24
      77.4      77.6      0.36      0.28      0.56     0.025        32
      77.6      77.8      0.21      0.25      0.54     0.038        20
      77.8      78.0      0.21      0.26      0.54     0.035        26
      78.0      78.2      0.24      0.32      0.55     0.021        26
      78.2      78.4      0.25      0.29      0.54     0.023        20
      78.4      78.6      0.34      0.24      0.55     0.022        26
      78.6      78.8      0.42      0.29      0.54     0.023        16
      78.8      79.0      0.52      0.30      0.53     0.022        24
      79.0      79.2      0.70      0.24      0.54     0.022        26
      79.2      79.4      0.87      0.34      0.52     0.025        18
      79.4      79.6      0.97      0.34      0.52     0.034        18
      79.6      79.8      1.20      0.38      0.53     0.018        28
      79.8      80.0      1.60      0.39      0.52     0.018        14
      80.0      80.2      1.54      0.45      0.52     0.020        14
      80.2      80.4      1.69      0.39      0.52     0.021        28
      80.4      80.6      1.92      0.40      0.51     0.020        14
      80.6      80.8      1.85      0.39      0.51     0.018        18
      80.8      81.0      1.85      0.38      0.51     0.027        23
      81.0      81.2      1.83      0.43      0.50     0.014        12
      81.2      81.4      1.76      0.40      0.51     0.015        12
      81.4      81.6      1.72      0.36      0.51     0.014        22
      81.6      81.8      1.48      0.28      0.49     0.015        10
      81.8      82.0      1.39      0.27      0.50     0.015        12
      82.0      82.2      1.25      0.28      0.50     0.020        20
      82.2      82.4      1.05      0.18      0.49     0.013        10
      82.4      82.6      0.89      0.15      0.49     0.014        12
      82.6      82.8      0.80      0.16      0.49     0.015        16
      82.8      83.0      0.66      0.15      0.49     0.014        14
      83.0      83.2      0.54      0.17      0.48     0.015        10
      83.2      83.4      0.44      0.19      0.48     0.016        14
      83.4      83.6      0.39      0.17      0.48     0.015        14
      83.6      83.8      0.38      0.17      0.47     0.011         8
      83.8      84.0      0.34      0.23      0.47     0.010        10
      84.0      84.2      0.26      0.17      0.48     0.009        14
      84.2      84.4      0.32      0.13      0.46     0.011         8
      84.4      84.6      0.27      0.17      0.46     0.010         7
      84.6      84.8      0.30      0.11      0.47     0.010        12
      84.8      85.0      0.37      0.04      0.46     0.009         8
      85.0      85.2      0.36      0.07      0.45     0.007         4
      85.2      85.4      0.34      0.06      0.45     0.010        10
      85.4      85.6      0.36      0.04      0.45     0.018        11
      85.6      85.8      0.39      0.05      0.44     0.006         4
      85.8      86.0      0.37      0.06      0.45     0.006         6
      86.0      86.2      0.34      0.04      0.45     0.005        10
      86.2      86.4      0.29      0.06      0.43     0.007         4
      86.4      86.6      0.27      0.08      0.43     0.007         4
      86.6      86.8      0.25      0.08      0.44     0.006         6
      86.8      87.0      0.24      0.08      0.44     0.006         8
      87.0      87.4      0.25      0.13      0.43     0.005         5
      87.4      87.6      0.22      0.04      0.43     0.000         4
      87.6      87.8      0.25      0.00      0.43     0.000         4
      87.8      88.2      0.23      0.06      0.42     0.000         4
      88.2      88.4      0.26      0.08      0.41     0.005         5
      88.4      89.0      0.28      0.11      0.41     0.006         4
      89.0      89.2      0.29      0.09      0.40     0.000         4
